docking_folder,PLANTS,rDock,smina,SMILES,pic50
5sf4_398,-87.1741,-84.3524,-10.13595,O=C(Nc1cnc(-c2ccccn2)s1)c1nc(C2CC2)ccc1Nc1cncnc1,8.646276062411049
5sf4_404,-82.1967,-79.3524,-10.01047,CN(C)C(=O)c1cc(NC(=O)c2nc(C3CC3)ccc2Nc2cncnc2)n(C)n1,6.351698549526414
5sf4_44,-102.684,-87.248,-10.66533,CC(C)Cn1nc(-c2ccccn2)cc1NC(=O)c1nc(C2CC2)ccc1Nc1cncnc1,8.907981529247202
5sf4_46,-93.6257,-86.2536,-10.9848,Cn1nc(-c2ccc3ccccc3n2)cc1NC(=O)c1nc(C2CC2)ccc1Nc1cncnc1,10.101262356231333
5sf4_460,-64.6726,-81.6309,-10.02869,O=C(Nc1nnc(-c2ccc(F)cc2)s1)c1nc(C2CC2)ccc1Nc1cncnc1,5.207884796674063
5sf4_488,-102.242,-80.7801,-10.20171,O=C(Nc1cc(-c2ccccc2)no1)c1nc(C2CC2)ccc1Nc1cncnc1,6.213161301949234
5sf4_5,-110.051,-84.1598,-11.07576,O=C(Nc1cc(-c2ccccn2)nn1Cc1ccccc1)c1nc(C2CC2)ccc1Nc1cncnc1,8.765989182412818
5sf4_509,-104.307,-75.9611,-10.72357,O=C(Nc1cc(-c2ccc(F)cc2)no1)c1nc(C2CC2)ccc1Nc1cncnc1,5.610714102339657
5sf4_531,-91.1092,-79.445,-10.38263,O=C(Nc1ccn2cc(-c3ccccc3)nc2n1)c1nc(C2CC2)ccc1Nc1cncnc1,8.203356296214883
5sf4_534,-96.7565,-73.0432,-10.03517,O=C(Nc1cc(-c2ccc(Br)cc2)no1)c1nc(C2CC2)ccc1Nc1cncnc1,6.107400128025168
5sf4_555,-48.5572,-79.3656,-9.80821,O=C(Nc1nnc(-c2cnccn2)s1)c1nc(C2CC2)ccc1Nc1cncnc1,6.128550248771649
5sf4_56,-102.811,-82.736,-10.13257,N#CCCn1nc(-c2ccccn2)cc1NC(=O)c1nc(C2CC2)ccc1Nc1cncnc1,6.769221650723183
5sf4_576,-82.4897,-78.2486,-9.85391,CNC(=O)c1cc(NC(=O)c2nc(C3CC3)ccc2Nc2cncnc2)n(C)n1,7.13111230560902
5sf4_577,-93.5458,-74.1152,-10.11404,O=C(Nc1cc(-c2ccc(Cl)cc2)no1)c1nc(C2CC2)ccc1Nc1cncnc1,5.838276321488039
5sf4_58,-101.825,-85.6897,-10.49872,CCCn1nc(-c2ccccn2)cc1NC(=O)c1nc(C2CC2)ccc1Nc1cncnc1,8.773915884024175
5sf4_60,-102.245,-80.1722,-11.01623,CC(C)n1nc(-c2ccccn2)cc1NC(=O)c1nc(C2CC2)ccc1Nc1cncnc1,8.592779107072603
5sf4_607,-83.9239,-77.7053,-10.00751,O=C(Nc1cnoc1-c1ccccc1)c1nc(C2CC2)ccc1Nc1cncnc1,8.714892970433189
5sf4_670,-81.5466,-76.5147,-9.63089,O=C(Nc1nnc(-c2ccccc2)s1)c1nc(C2CC2)ccc1Nc1cncnc1,6.361569651349424
5sf4_677,-90.4598,-72.9154,-8.9662,Cn1nc(C2CCCC2)cc1NC(=O)c1nc(C2CC2)ccc1Nc1cncnc1,6.357100934125249
5sf4_7,-111.24,-83.3626,-11.36415,O=C(Nc1cc(-c2ccccn2)nn1CC1CCCCC1)c1nc(C2CC2)ccc1Nc1cncnc1,8.976747540366288
5sf4_818,-78.6952,-77.0115,-9.68978,O=C(Nc1snnc1-c1ccccc1)c1nc(C2CC2)ccc1Nc1cncnc1,8.120502712750572
5sf4_88,-100.973,-77.5574,-10.57179,O=C(Nc1cc(-c2ccccn2)nn1CC(F)(F)F)c1nc(C2CC2)ccc1Nc1cncnc1,8.595850750790303
5sf4_90,-100.506,-78.2066,-10.6801,CCn1nc(-c2ccccn2)cc1NC(=O)c1nc(C2CC2)ccc1Nc1cncnc1,8.325598187154718
5sf5_109,-114.965,-73.3608,-10.41277,Cc1nc2ccc(CCc3nc(-c4ccccn4)cn3C)nn2c1C,8.482276405166264
5sf5_122,-114.41,-74.6006,-9.78975,Cc1c(C#N)nc2ccc(CCc3nc(-c4ccccc4)cn3C)nn12,8.271402756616569
5sf5_189,-114.431,-75.9328,-10.41347,Cc1nc2ccc(CCc3nc(-c4cccnc4)cn3C)nn2c1C,5.77262807227759
5sf5_231,-113.368,-72.9927,-10.33271,Cc1nc2ccc(CCc3nc(-c4ccncc4)cn3C)nn2c1C,7.490152565561421
5sf5_246,-111.248,-70.7633,-9.9706,Cc1nc2ccc(CCc3cccc(N4CCCC4)n3)nn2c1C,6.1967846815979355
5sf5_27,-120.484,-79.2351,-10.40278,Cc1nc2ccc(CCc3nc(-c4ccccc4)cn3C)nn2c1CO,7.688839727120871
5sf5_270,-110.048,-71.1983,-10.10441,Cc1nc2ccc(CCc3nc(-c4cnccn4)cn3C)nn2c1C,7.478848835333871
5sf5_291,-110.4,-72.3485,-10.19568,Cc1nc2ccc(CCc3nc(-c4ncccn4)cn3C)nn2c1C,8.03711001260821
5sf5_301,-112.309,-73.0459,-10.16996,Cc1nc2ccc(CCc3nc(-c4cncnc4)cn3C)nn2c1C,7.006722525432636
5sf5_334,-109.962,-71.4637,-10.24758,Cc1nc2ccc(CCc3nc(-c4ccnnc4)cn3C)nn2c1C,7.090663312761874
5sf5_42,-118.504,-77.3846,-10.82874,Cc1nc2c(C)c(C)c(CCc3nc(-c4ccccc4)cn3C)nn2c1C,8.620513186282725
5sf5_63,-117.323,-74.8388,-9.574,Cn1cc(-c2ccccc2)nc1CCc1ccc2nc(C3CC3)c(CO)n2n1,6.183370991788168
5sf5_82,-118.168,-73.8127,-10.67408,Cc1nn2ccc(CCc3nc(-c4ccccc4)cn3C)nc2c1C,8.311046537362582
5sf6_216,-106.309,-69.0017,-9.99772,Cc1cnn2c(C)c(CCc3nc(N4CCCC4)nn3C)nc2c1C,7.692610944346694
5sf7_1048,-74.3409,-70.2722,-8.50539,COc1ccc2c(=O)n(C)c3cnc(-c4ccccc4Cl)n3c2c1,6.363879700602039
5sf7_1111,-79.4305,-68.0285,-7.59853,COc1ccc2c(=O)n(C)c3c(C)nc(C)n3c2c1,5.598638237242671
5sf7_908,-77.9836,-69.8531,-8.53465,COc1ccc2c(=O)n(C)c3c(C(C)C)nc(-c4ccccc4Cl)n3c2c1,6.112851095554965
5sf7_948,-81.7007,-73.086,-9.76664,Cc1ccc2c(c1)c(=O)n(C)c1c(C)nc(-c3ccccc3Cl)n21,7.577082019232337
5sf7_965,-80.4708,-73.8081,-9.2698,COc1ccc2c(c1)c(=O)n(C)c1c(C)nc(-c3ccccc3Cl)n21,8.113509274827516
5sf7_967,-82.5637,-68.9495,-9.60506,Cc1nc(-c2ccccc2Cl)n2c3ccc(Cl)cc3c(=O)n(C)c12,7.835809968899864
5sf7_981,-77.4785,-71.9022,-8.71469,COc1ccc2c(=O)n(C)c3c(C)nc(-c4cccc(Cl)c4)n3c2c1,7.1485220033685675
5sf7_987,-81.9448,-70.8237,-9.42612,Cc1nc(-c2ccccc2Cl)n2c3cc(Cl)ccc3c(=O)n(C)c12,8.184555083755649
5sf8_0,-124.521,-80.7966,-11.3677,Cn1ncc(C(=O)N2CCC2)c1C(=O)NCCc1nc(-c2cccc(F)c2)nn1-c1ccccc1,9.181369743174482
5sf8_22,-119.839,-81.0971,-10.78365,Cn1ncc(C(=O)N2CCC2)c1C(=O)NCCc1nc(-c2ccccc2)oc1-c1cccnc1,8.738023808602186
5sf9_1025,-87.3709,-78.6226,-9.12087,Cc1nc2ccccc2nc1OCc1csc(N2CCCC2)n1,7.189235868089779
5sf9_403,-105.65,-83.0434,-9.74876,Cn1cc(-c2ccccc2)nc1COc1nc2ccccc2nc1N1CCCC1,8.112832979105226
5sf9_463,-112.466,-81.5621,-10.77865,Cc1ccc2nc(OCc3nc(-c4ccccc4)cn3C)c(Cl)nc2c1,8.37345434097287
5sf9_540,-109.303,-82.2175,-10.20914,Cc1ccc2nc(Cl)c(OCc3nc(-c4ccccc4)cn3C)nc2c1,8.296021174991612
5sf9_587,-111.752,-85.2913,-10.52032,Cc1nc2cc(Cl)ccc2nc1OCc1nc(-c2ccccc2)cn1C,8.392652223231586
5sf9_598,-108.137,-76.0822,-10.27874,Cn1cc(-c2ccccc2)nc1COc1cnc2cc(Cl)ccc2n1,8.010105436281226
5sf9_616,-107.102,-79.3905,-9.8423,Cc1nc2ccccc2nc1OCc1cccc(N2CCCCC2)n1,5.772311471391183
5sf9_644,-106.305,-81.7315,-9.66183,Cn1cc(-c2ccccc2)nc1COc1nc2ccccc2nc1C(F)(F)F,7.581765018243235
5sf9_769,-107.6,-80.1103,-10.10105,Cc1nc2ccc(Cl)cc2nc1OCc1nc(-c2ccccc2)cn1C,8.195179321278836
5sf9_810,-103.061,-76.8811,-10.10197,Cc1nc2ccccc2nc1OCc1nc(-c2ccc(Cl)cc2)cn1C,6.745853292968064
5sf9_873,-104.369,-82.712,-9.51709,Cc1nc2ccccc2nc1OCc1cccc(N2CCCC2)n1,7.426130899151893
5sf9_951,-87.765,-81.112,-9.32984,Cc1nc2ccccc2nc1OCc1csc(N2CCOCC2)n1,5.624550725408521
5sf9_982,-80.1934,-85.5112,-9.32622,Cc1nc2cc(Cl)ccc2nc1OCc1nc(N2CCCC2)nn1C.Cc1nc2ccc(Cl)cc2nc1OCc1nc(N2CCCC2)nn1C,7.552407891178462
5sfa_191,-116.704,-76.1775,-9.641,Cn1cc(-c2ccccc2)nc1COc1ncc(C2CC2)nc1C(=O)NCC1CC1,6.6540502066184954
5sfa_252,-115.525,-75.9824,-9.51654,CC(C)NC(=O)c1nc(C2CC2)cnc1OCc1nc(-c2ccccc2)cn1C,5.97278539111443
5sfa_297,-115.957,-76.0091,-10.097,Cn1cc(-c2ccccc2)nc1COc1ncc(Cl)nc1C(=O)NCc1ccccc1,6.869830329307472
5sfa_59,-125.731,-77.3694,-10.71583,Cn1cc(-c2ccccc2)nc1COc1ncc(C2CC2)nc1C(=O)NCc1ccccc1,7.240793129668653
5sfa_716,-104.041,-77.7193,-9.81939,Cn1cc(-c2ccccc2)nc1COc1cnc(Br)c(C(=O)Nc2cncnc2)n1,5.532023898862991
5sfb_145,-113.168,-78.2913,-10.97023,CNC(=O)c1cc(CCc2nc(N3CCCC3)nn2C)nn2c(C)c(C(F)(F)F)nc12,7.864581094972147
5sfc_1029,-65.6171,-83.5722,-6.4921,Cn1cc(C(=O)Nc2ccn3cc(-c4ccccc4)nc3n2)c(C(=O)NCc2ccccn2)n1,6.400470618171874
5sfc_144,-92.7644,-81.8765,-9.46274,CCN(C)C(=O)c1c(C(=O)Nc2ccn3cc(-c4ccccc4)nc3n2)cnn1C,5.0
5sfc_409,-87.8215,-82.929,-9.61044,CN(C)C(=O)c1nn(C)cc1C(=O)Nc1ccn2cc(-c3ccccc3)nc2n1,7.198767846169708
5sfe_319,-92.6933,-79.7474,-9.32477,CN(C)C(=O)c1cnn(C)c1C(=O)Nc1ccn2cc(-c3cccc(Br)c3)nc2n1,7.396498374909862
5sfe_656,-92.7406,-81.5443,-9.57588,CNC(=O)c1cnn(C)c1C(=O)Nc1ccn2cc(-c3cccc(F)c3)nc2n1,7.210172599682447
5sff_427,-107.254,-73.3027,-9.85762,Cc1nc2ccc(C#Cc3nc(N4CCCC4)nn3C)nn2c1Cl,8.602755418989613
5sff_505,-106.343,-72.257,-9.49736,Cc1cn2nc(C#Cc3nc(N4CCCC4)nn3C)ccc2n1,8.035622374402063
5sfg_102,-109.817,-69.7122,-10.12249,O=C(NCCc1cnc(-c2ccccc2)[nH]1)c1nc(C2CC2)ccc1Nc1cncnc1,8.675451255051176
5sfg_118,-103.307,-68.49,-10.23622,O=C(N[C@@H]1C[C@@H](CO)N(c2ccc(Cl)cn2)C1)c1nc(C2CC2)ccc1Nc1cncnc1,8.62874737087506
5sfg_212,-109.748,-69.1452,-10.46966,CC(C)c1ncc(Nc2ccon2)c(C(=O)N[C@@H]2CCN(c3ccc(Cl)cn3)C2)n1,6.634063397094873
5sfg_336,-103.261,-71.7323,-9.75099,Cc1ncc(Nc2cncnc2)c(C(=O)N[C@@H]2CCN(c3ccc(Cl)cn3)C2)n1,6.615279302628632
5sfg_95,-106.833,-85.0562,-9.60302,CN(c1cncnc1)c1ccc(C2CC2)nc1C(=O)N[C@@H]1CCN(c2ccc(Br)cn2)C1,5.0786973815772765
5sfg_986,-74.5793,-62.7406,-8.41009,Cc1nc(CCNC(=O)c2nc(C3CC3)ccc2Nc2cncnc2)n[nH]1,6.567150917960214
5sfh_1131,-85.4618,-69.6108,-7.98701,Cc1ncc(C)n2nc(CCc3nc(Br)nn3C)nc12,5.605851906039028
5sfh_1145,-52.7555,-93.4628,-6.84582,Cc1ncc(C)n2nc(CCc3nc(N4CCN(C(c5ccccc5)c5ccccc5)C4=O)nn3C)nc12,5.321829924554076
5sfh_1150,-81.8151,-68.9001,-7.98504,Cc1ncc(C)n2nc(CCc3nc(N)nn3C)nc12,5.405344852698748
5sfh_515,-107.418,-79.1153,-9.88397,Cc1ncc(C)n2nc(CCc3nc(N4CCNCC4)nn3C)nc12,6.11471343074805
5sfh_753,-101.182,-76.4467,-8.80346,CCN(c1nc(CCc2nc3c(C)ncc(C)n3n2)n(C)n1)C1CC1,6.730526751177828
5sfh_771,-95.391,-79.2319,-8.60403,CCN(CC)c1nc(CCc2nc3c(C)ncc(C)n3n2)n(C)n1,7.29607269577961
5sfh_826,-95.1651,-74.8309,-9.20269,Cc1ncc(C)n2nc(CCc3nc(N4CC(F)C4)nn3C)nc12,7.255175234033314
5sfh_836,-100.831,-73.9462,-9.49858,Cc1ncc(C)n2nc(CCc3nc(-n4cccn4)nn3C)nc12,6.770782006318803
5sfh_841,-93.9726,-73.3942,-8.45929,Cc1ncc(C)n2nc(CCc3nc(N(C)CC4CC4)nn3C)nc12,6.930331903088404
5sfh_847,-92.9217,-74.3138,-8.19089,COCCN(C)c1nc(CCc2nc3c(C)ncc(C)n3n2)nn1C,5.748969243260465
5sfh_879,-97.0978,-71.1621,-9.61203,Cc1ncc(C)n2nc(CCc3nc(N4CC(F)(F)C4)nn3C)nc12,6.322881446899682
5sfh_887,-96.7138,-79.8999,-9.62217,Cc1ncc(C)n2nc(CCc3nc(N4CCNC4=O)nn3C)nc12,5.974493831875449
5sfh_943,-94.525,-75.5254,-8.93746,Cc1ncc(C)n2nc(CCc3nc(N4CC(C)C4)nn3C)nc12,6.965732602961975
5sfh_956,-99.7852,-71.6934,-9.21193,Cc1ncc(C)n2nc(CCc3nc(C4CCCC4)nn3C)nc12,6.835430051243333
5sfh_961,-96.4168,-76.9444,-9.45384,Cc1ncc(C)n2nc(CCc3nc(-c4cn[nH]c4)nn3C)nc12,7.05842894292573
5sfh_984,-92.2549,-79.1093,-8.9063,Cc1ncc(C)n2nc(CCc3nc(N4CCCOCC4)nn3C)nc12,5.8951859252302
5sfi_249,-101.036,-82.3398,-9.1677,COC[C@H]1CCCN1c1nc(CCc2nc3c(C)ncc(C)n3n2)n(C)n1,7.926251302423478
5sfi_269,-105.855,-74.9446,-9.90153,Cc1ncc(C)n2nc(CCc3nc(N4CCC[C@@H]4C)nn3C)nc12,8.343249038950207
5sfi_290,-108.477,-71.765,-9.8611,CNC(=O)c1c(-c2nc(CCc3nc4c(C)ncc(C)n4n3)n(C)n2)cnn1C,6.4723095340918535
5sfi_294,-105.979,-80.3736,-10.07869,Cc1ncc(C)n2nc(CCc3nc(N4CCC[C@@H]4C(F)(F)F)nn3C)nc12,7.465846925814938
5sfi_376,-91.3635,-82.1845,-9.28752,COC[C@H]1CCCN1c1n[nH]c(CCc2nc3c(C)ncc(C)n3n2)n1,8.075720713938118
5sfi_38,-109.779,-82.2105,-9.44063,COC[C@H]1CCCN1c1nc(CCc2nc3c(C)ncc(C)n3n2)n(Cc2ccc(OC)cc2)n1,7.825765695058978
5sfi_392,-107.488,-78.3188,-9.49453,Cc1ncc(C)n2nc(CCc3nc(N4CC[C@@H](C)[C@H]4C)nn3C)nc12.Cc1ncc(C)n2nc(CCc3nc(N4CC[C@H](C)[C@H]4C)nn3C)nc12,7.364516253185088
5sfi_447,-36.2932,-106.606,-9.32364,Cc1ncc(C)n2nc(CCc3nc(N4CC[C@@H](C)C4)nn3C)nc12,7.548774684433295
5sfi_524,-104.737,-78.4926,-9.65333,Cc1ncc(C)n2nc(CCc3nc(N4CC5CC4C5)nn3C)nc12,6.066360887475074
5sfj_1058,-84.5064,-75.8268,-7.61186,CN(Cc1ccc(Br)cn1)C(=O)c1cnn(C)c1C(=O)Nc1ccn2cc(-c3ccccc3)nc2n1,7.00129612975001
5sfj_1146,-68.4961,-74.2551,-7.70924,Cn1ncc(C(=O)NCc2cn3ccccc3n2)c1C(=O)Nc1ccn2cc(-c3ccccc3)nc2n1,6.584752798792925
5sfj_1153,-72.0529,-77.0837,-7.0094,Cn1ncc(C(=O)NCc2nc3ccccc3[nH]2)c1C(=O)Nc1ccn2cc(-c3ccccc3)nc2n1,5.816625653432377
5sfj_1156,-67.6832,-81.5473,-8.74936,Cn1ncc(C(=O)NCc2cc(C(F)(F)F)ccn2)c1C(=O)Nc1ccn2cc(-c3ccccc3)nc2n1,5.5593411814147835
5sfj_1157,-65.4997,-80.3986,-8.49932,Cn1ncc(C(=O)NCc2cccc(C(F)(F)F)n2)c1C(=O)Nc1ccn2cc(-c3ccccc3)nc2n1,5.320702138628145
5sfj_1161,-8.01529,-74.2909,-7.21444,Cn1ncc(C(=O)NCc2ccc(C(F)(F)F)nc2)c1C(=O)Nc1ccn2cc(-c3ccccc3)nc2n1,6.702530574671441
5sfj_153,-103.604,-81.074,-10.41428,Cn1ncc(C(=O)NCc2ccno2)c1C(=O)Nc1ccn2cc(-c3ccccc3)nc2n1,7.45523763978337
5sfj_194,-105.535,-82.1321,-10.67952,Cn1ncc(C(=O)NCc2ccccc2)c1C(=O)Nc1ccn2cc(-c3ccccc3)nc2n1,6.205061858830567
5sfj_211,-109.562,-87.9494,-10.53931,CN(Cc1ccccn1)C(=O)c1cnn(C)c1C(=O)Nc1ccn2cc(-c3ccccc3)nc2n1,7.192938760082761
5sfj_213,-101.712,-88.4221,-9.69364,Cc1nc(CNC(=O)c2cnn(C)c2C(=O)Nc2ccn3cc(-c4ccccc4)nc3n2)cs1,6.196525813363125
5sfj_339,-97.7876,-82.9585,-9.92233,Cc1cc(CNC(=O)c2cnn(C)c2C(=O)Nc2ccn3cc(-c4ccccc4)nc3n2)on1,7.586800856334359
5sfj_601,-88.8501,-78.5697,-8.26598,CCc1nc(CNC(=O)c2cnn(C)c2C(=O)Nc2ccn3cc(-c4ccccc4)nc3n2)cs1,5.94618887060008
5sfj_660,-87.7115,-77.4915,-8.43698,CCc1cc(CNC(=O)c2cnn(C)c2C(=O)Nc2ccn3cc(-c4ccccc4)nc3n2)on1,6.338693813509904
5sfj_862,-86.438,-74.5479,-8.54903,Cc1ccc(CNC(=O)c2cnn(C)c2C(=O)Nc2ccn3cc(-c4ccccc4)nc3n2)nc1,6.4920507232772975
5sfj_866,-85.7607,-79.2321,-9.81205,Cn1ncc(C(=O)N2CCC2)c1C(=O)Nc1ccn2cc(-c3cccc(-c4ccccc4)c3)nc2n1,7.585377570077477
5sfj_962,-84.0648,-77.8044,-7.8852,Cn1ncc(C(=O)NCc2cn3ccsc3n2)c1C(=O)Nc1ccn2cc(-c3ccccc3)nc2n1,6.51527604074493
5sfj_973,-79.3873,-78.056,-8.46197,Cn1ncc(C(=O)NCc2ccc(Cl)nc2)c1C(=O)Nc1ccn2cc(-c3ccccc3)nc2n1,6.501911475691297
5sfk_1005,-60.2285,-83.1149,-9.34245,CN(C)C(=O)c1cc(NC(=O)c2nc(C3CC3)ccc2Nc2cncnc2)nn1C,6.170395220665056
5sfk_1013,-43.5985,-82.7279,-8.31214,CC(C)n1nc(NC(=O)c2nc(C3CC3)ccc2Nc2cncnc2)cc1C(=O)N(C)C,6.1004361024744
5sfk_446,-94.1064,-72.2651,-9.34995,O=C(Nc1ccn(Cc2ccccc2)n1)c1nc(C2CC2)ccc1Nc1cncnc1,8.466898182660904
5sfk_485,-88.7462,-73.1953,-8.86444,O=C(Nc1ccn(CCCC(F)(F)F)n1)c1nc(C2CC2)ccc1Nc1cncnc1,8.176590985107454
5sfk_498,-87.4573,-73.2537,-9.13171,O=C(Nc1ccn(CCC(F)(F)F)n1)c1nc(C2CC2)ccc1Nc1cncnc1,8.014438812226656
5sfk_537,-88.8793,-75.5992,-10.07111,O=C(Nc1ccn([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)n1)c1nc(C2CC2)ccc1Nc1cncnc1,7.908720035771162
5sfk_580,-87.544,-72.0997,-9.49445,O=C(Nc1ccn(C2CCCC2)n1)c1nc(C2CC2)ccc1Nc1cncnc1,8.2476441958465
5sfk_593,-85.1032,-70.289,-9.08728,O=C(Nc1ccn(CC2CC2)n1)c1nc(C2CC2)ccc1Nc1cncnc1,7.635242693428789
5sfk_597,-85.4361,-76.4852,-8.88934,O=C(Nc1ccn(CCO)n1)c1nc(C2CC2)ccc1Nc1cncnc1,7.297233532304884
5sfk_603,-87.4516,-69.2775,-9.08197,O=C(Nc1ccn(CC(F)(F)F)n1)c1nc(C2CC2)ccc1Nc1cncnc1,8.1944991418416
5sfk_610,-87.9064,-78.6984,-9.97447,Cc1ccc(Nc2cncnc2)c(C(=O)Nc2ccn([C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)n2)n1,7.283963250382191
5sfk_624,-86.6944,-72.4015,-9.01298,CC(C)Cn1ccc(NC(=O)c2nc(C3CC3)ccc2Nc2cncnc2)n1,8.229958445680332
5sfk_632,-86.9361,-71.8075,-9.57915,O=C(Nc1ccn(C2CCCCC2)n1)c1nc(C2CC2)ccc1Nc1cncnc1,7.715524146994678
5sfk_635,-83.8129,-77.4559,-9.42631,O=C(Nc1ccn(S(=O)(=O)C(F)(F)F)n1)c1nc(C2CC2)ccc1Nc1cncnc1,7.739213331345024
5sfk_640,-85.0828,-70.6121,-8.61574,COCCn1ccc(NC(=O)c2nc(C3CC3)ccc2Nc2cncnc2)n1,7.849796371237192
5sfk_643,-86.4529,-71.1027,-8.86469,CCCn1ccc(NC(=O)c2nc(C3CC3)ccc2Nc2cncnc2)n1,7.8531280969142605
5sfk_692,-84.4387,-71.3375,-9.07169,CC(C)n1ccc(NC(=O)c2nc(C3CC3)ccc2Nc2cncnc2)n1,7.320308699182853
5sfk_695,-83.3439,-70.3993,-9.03272,O=C(Nc1ccn(C2CCC2)n1)c1nc(C2CC2)ccc1Nc1cncnc1,7.680311106750501
5sfk_697,-78.5023,-76.1749,-9.54033,O=C(Nc1ccn(-c2ccc(F)cc2)n1)c1nc(C2CC2)ccc1Nc1cncnc1,7.630338940621702
5sfk_698,-84.6398,-70.9678,-8.68841,O=C(Nc1ccn(CCF)n1)c1nc(C2CC2)ccc1Nc1cncnc1,8.007049039429553
5sfk_715,-83.8914,-70.1387,-8.9503,O=C(Nc1ccn(C2CC2)n1)c1nc(C2CC2)ccc1Nc1cncnc1,7.584459099487144
5sfk_763,-78.5195,-73.8605,-9.46175,O=C(Nc1ccn(-c2ccncc2)n1)c1nc(C2CC2)ccc1Nc1cncnc1,8.013183495414463
5sfk_811,-87.1071,-72.5672,-9.25729,O=C(Nc1nc2cccnc2s1)c1nc(C2CC2)ccc1Nc1cncnc1,7.698340733448479
5sfk_819,-83.4277,-66.741,-8.90098,CCn1ccc(NC(=O)c2nc(C3CC3)ccc2Nc2cncnc2)n1,7.145499632122897
5sfk_843,-75.1092,-74.7235,-9.28716,Cc1ccc(Nc2cncnc2)c(C(=O)Nc2ccn(-c3ccncc3)n2)n1,7.316142794599653
5sfk_859,-83.8214,-74.1166,-8.94461,O=C(Nc1ccn(CC(F)(F)F)n1)c1nc(Cl)ccc1Nc1cncnc1,6.805879893333925
5sfk_864,-81.2534,-75.0767,-8.42883,COCCn1ccc(NC(=O)c2nc(Cl)ccc2Nc2cncnc2)n1,6.9314356874934235
5sfk_872,-76.8563,-75.3449,-9.40922,Cc1ccc(Nc2cncnc2)c(C(=O)Nc2ccn(-c3ccccc3)n2)n1,7.045342696203725
5sfk_883,-82.7473,-68.609,-8.80378,Cn1ccc(NC(=O)c2nc(C3CC3)ccc2Nc2cncnc2)n1,6.92777216701888
5sfk_903,-73.5091,-76.3391,-9.35384,Cc1ccc(Nc2cncnc2)c(C(=O)Nc2ccn(-c3ccccn3)n2)n1,6.434661123228933
5sfk_940,-60.0289,-70.5058,-8.84241,Cc1ccc(Nc2cncc(O)n2)c(C(=O)Nc2ccn(C)n2)n1,5.0891193089537206
5sfl_1006,-88.0706,-66.2874,-7.92018,CC(C)(NC(=O)c1nc(C2CC2)cnc1Nc1cncnc1)c1nnc(-c2cccnc2)o1,5.840046805146965
5sfl_1008,-85.4424,-70.7869,-8.20277,O=C(c1nc(C2CC2)cnc1Nc1cncnc1)N1CCN(Cc2ccccc2)CC1,6.430331198047461
5sfl_1010,-82.2687,-69.7125,-7.08524,COCC1(CNC(=O)c2nc(C3CC3)cnc2Nc2cncnc2)CC1,5.7461298738249225
5sfl_1011,-89.5255,-74.1414,-8.18244,COc1cccc(NC(=O)c2nc(C3CC3)cnc2Nc2cncnc2)n1,7.306563263767558
5sfl_1012,-81.4104,-72.5221,-8.85938,O=C(Nc1c(C(=O)N2CCC2)ccc(F)c1F)c1nc(C2CC2)cnc1Nc1cncnc1,7.063948947102531
5sfl_1016,-81.8275,-76.7781,-8.05511,CC(=O)c1nn(C)cc1NC(=O)c1nc(C2CC2)cnc1Nc1cncnc1,7.309360988284032
5sfl_1017,-86.0153,-71.676,-7.72266,O=C(NCc1ccncn1)c1nc(C2CC2)cnc1Nc1cncnc1,6.114528523881955
5sfl_1027,-85.1379,-64.9037,-7.48178,COCCCNC(=O)c1nc(C2CC2)cnc1Nc1cncnc1,6.0246936724669675
5sfl_1028,-87.2383,-67.3943,-7.8533,O=C(NCc1cncs1)c1nc(C2CC2)cnc1Nc1cncnc1,6.050541682741773
5sfl_1031,-82.3881,-73.1344,-7.06872,O=C(NC1CCS(=O)(=O)CC1)c1nc(C2CC2)cnc1Nc1cncnc1,5.0
5sfl_1039,-83.2346,-73.069,-8.80637,O=C(c1nc(C2CC2)cnc1Nc1cncnc1)N1CCN(C2CCCC2)CC1,5.0
5sfl_1040,-86.4712,-75.705,-9.02412,O=C(c1nc(C2CC2)cnc1Nc1cncnc1)N1CCN(C2CCCCC2)CC1,5.0
5sfl_1059,-84.4217,-65.7228,-7.56976,O=C(NC1CCOCC1)c1nc(C2CC2)cnc1Nc1cncnc1,5.7475994532115955
5sfl_1060,-80.8108,-73.8857,-8.15012,CNC(=O)c1ccc(F)c(F)c1NC(=O)c1nc(C2CC2)cnc1Nc1cncnc1,8.752763450493235
5sfl_1065,-87.2074,-77.6512,-8.41485,CC(C)(O)CNC(=O)c1cccc(F)c1NC(=O)c1nc(C2CC2)cnc1Nc1cncnc1,8.221848749616356
5sfl_1072,-89.8317,-71.102,-8.40765,CS(=O)(=O)N1CCC(NC(=O)c2nc(C3CC3)cnc2Nc2cncnc2)CC1,5.543021830664204
5sfl_1074,-82.9199,-74.9437,-7.52061,O=C(NC1(c2ccc(Cl)cc2)CCC1)c1nc(C2CC2)cnc1Nc1cncnc1,6.063638086063908
5sfl_1079,-77.3167,-71.6924,-8.35831,CC(C)(O)CNC(=O)c1ccc(F)c(F)c1NC(=O)c1nc(C2CC2)cnc1Nc1cncnc1,8.575118363368933
5sfl_1086,-84.5862,-69.2451,-7.38817,O=C(NCc1ncco1)c1nc(C2CC2)cnc1Nc1cncnc1,5.988574204356942
